ORDEM,MUNICIPIO,NOME_PREFEITO,TELEFONE_WHATSAPP,VALOR_POTENCIAL,LINK_LANDING_PAGE,MENSAGEM_WHATSAPP
305,Lençóis Paulista,,,R$ 25.680.280,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Lençóis Paulista,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 25.680.280* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
306,Limeira,,,R$ 63.030.474,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Limeira,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 63.030.474* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
307,Lindóia,,,R$ 3.332.980,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Lindóia,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.332.980* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
308,Lins,,,R$ 13.643.349,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Lins,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 13.643.349* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
309,Lorena,,,R$ 29.716.251,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Lorena,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 29.716.251* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
310,Lourdes,,,R$ 1.014.838,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Lourdes,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.014.838* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
311,Louveira,,,R$ 15.553.879,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Louveira,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 15.553.879* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
312,Lucélia,,,R$ 5.037.311,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Lucélia,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 5.037.311* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
313,Lucianópolis,,,R$ 1.531.696,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Lucianópolis,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.531.696* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
314,Luís Antônio,,,R$ 7.713.615,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Luís Antônio,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 7.713.615* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
315,Luiziânia,,,R$ 2.158.099,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Luiziânia,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.158.099* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
316,Lupércio,,,R$ 1.853.625,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Lupércio,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.853.625* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
317,Lutécia,,,R$ 1.559.283,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Lutécia,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.559.283* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
318,Macatuba,,,R$ 6.377.927,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Macatuba,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 6.377.927* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
319,Macaubal,,,R$ 2.664.848,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Macaubal,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.664.848* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
320,Macedônia,,,R$ 1.086.287,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Macedônia,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.086.287* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
321,Magda,,,R$ 1.272.390,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Magda,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.272.390* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
322,Mairinque,,,R$ 27.485.755,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Mairinque,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 27.485.755* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
323,Mairiporã,,,R$ 31.231.514,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Mairiporã,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 31.231.514* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
324,Manduri,,,R$ 4.094.224,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Manduri,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 4.094.224* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
325,Maraba Paulista,,,R$ 1.727.164,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Maraba Paulista,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.727.164* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
326,Maracaí,,,R$ 4.045.800,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Maracaí,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 4.045.800* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
327,Marapoama,,,R$ 1.188.884,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Marapoama,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.188.884* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
328,Mariápolis,,,R$ 1.409.779,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Mariápolis,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.409.779* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
329,Marília,,,R$ 54.364.840,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Marília,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 54.364.840* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
330,Marinópolis,,,R$ 1.029.267,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Marinópolis,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.029.267* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
331,Martinópolis,,,R$ 8.420.115,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Martinópolis,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 8.420.115* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
332,Matão,,,R$ 18.619.002,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Matão,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 18.619.002* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
333,Mauá,,,R$ 45.504.263,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Mauá,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 45.504.263* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
334,Mendonça,,,R$ 1.174.379,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Mendonça,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.174.379* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
335,Meridiano,,,R$ 1.363.757,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Meridiano,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.363.757* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
336,Mesópolis,,,R$ 1.317.629,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Mesópolis,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.317.629* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
337,Miguelópolis,,,R$ 7.828.776,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Miguelópolis,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 7.828.776* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
338,Mineiros do Tietê,,,R$ 2.848.499,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Mineiros do Tietê,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.848.499* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
339,Mira Estrela,,,R$ 1.502.571,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Mira Estrela,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.502.571* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
340,Miracatu,,,R$ 7.504.235,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Miracatu,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 7.504.235* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
341,Mirandópolis,,,R$ 6.184.369,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Mirandópolis,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 6.184.369* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
342,Mirante do Paranapanema,,,R$ 3.258.139,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Mirante do Paranapanema,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.258.139* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
343,Mirassol,,,R$ 13.764.561,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Mirassol,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 13.764.561* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
344,Mirassolândia,,,R$ 2.073.032,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Mirassolândia,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.073.032* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
345,Mococa,,,R$ 16.226.232,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Mococa,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 16.226.232* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
346,Mogi das Cruzes,,,R$ 123.065.088,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Mogi das Cruzes,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 123.065.088* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
347,Mogi Guaçu,,,R$ 57.440.848,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Mogi Guaçu,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 57.440.848* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
348,Mogi Mirim,,,R$ 28.132.994,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Mogi Mirim,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 28.132.994* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
349,Mombuca,,,R$ 3.176.244,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Mombuca,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.176.244* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
350,Moncoes,,,R$ 1.031.578,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Moncoes,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.031.578* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
351,Mongaguá,,,R$ 40.196.371,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Mongaguá,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 40.196.371* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
352,Monte Alegre do Sul,,,R$ 4.221.714,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Monte Alegre do Sul,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 4.221.714* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
353,Monte Alto,,,R$ 10.079.340,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Monte Alto,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 10.079.340* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
354,Monte Aprazível,,,R$ 7.419.048,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Monte Aprazível,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 7.419.048* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
355,Monte Azul Paulista,,,R$ 5.821.248,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Monte Azul Paulista,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 5.821.248* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
356,Monte Castelo,,,R$ 1.983.607,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Monte Castelo,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.983.607* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
357,Monte Mor,,,R$ 35.777.495,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Monte Mor,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 35.777.495* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
358,Monteiro Lobato,,,R$ 2.590.283,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Monteiro Lobato,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.590.283* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
359,Morro Agudo,,,R$ 15.269.375,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Morro Agudo,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 15.269.375* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
360,Morungaba,,,R$ 8.483.812,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Morungaba,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 8.483.812* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
361,Motuca,,,R$ 2.626.811,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Motuca,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.626.811* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
362,Murutinga do Sul,,,R$ 1.299.904,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Murutinga do Sul,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.299.904* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
363,Nantes,,,R$ 1.968.862,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Nantes,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.968.862* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
364,Narandiba,,,R$ 4.454.988,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Narandiba,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 4.454.988* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
365,Natividade da Serra,,,R$ 2.563.403,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Natividade da Serra,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.563.403* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
366,Nazaré Paulista,,,R$ 5.952.484,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Nazaré Paulista,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 5.952.484* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
367,Neves Paulista,,,R$ 3.200.721,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Neves Paulista,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.200.721* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
368,Nhandeara,,,R$ 2.298.137,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Nhandeara,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.298.137* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
